2003-04,19,CLE,NBA,SG,79,79,3122,622,1492
2004-05,cle,CLE,NBA,SF,80,80,3388,795,1684
2005-06,21,CLE,NBA,SF,79,79,3361,875,1823
2006-07,22,CLE,NBA,SF,78,78,3190,772,1621
2007-08,23,CLE,NBA,SF,75,74,3027,794,1642
